Book-Title,Author,User Rating,Reviews,Price,Year,Genre,User-ID,ISBN,Book-Rating,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Location,Age,Page Count
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,80538,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"lisboa, lisboa, portugal",32.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,110934,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"kirkland, washington, usa",46.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,155147,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"seattle, washington, usa",60.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,174216,0446310492,9,Harper Lee,1985,Warner Books,http://images.amazon.com/images/P/0446310492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.LZZZZZZZ.jpg,"hamilton, ohio, usa",36.0,290
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,226393,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"willow street, pennsylvania, usa",24.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,266865,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"reston, virginia, usa",33.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,87555,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"lexington, kentucky, usa",31.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,87555,0446310492,0,Harper Lee,1985,Warner Books,http://images.amazon.com/images/P/0446310492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.LZZZZZZZ.jpg,"lexington, kentucky, usa",31.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,71568,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"port coquitlam, british columbia, canada",28.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,261567,0446310786,9,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"pinto, madrid, spain",25.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,35793,0446310492,0,Harper Lee,1985,Warner Books,http://images.amazon.com/images/P/0446310492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.LZZZZZZZ.jpg,"phoenix, arizona, usa",76.0,290
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,87929,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"portland, maine, usa",25.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,97848,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"traverse city, michigan, usa",40.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,113680,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"huntsville, alabama, usa",47.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,115700,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"denver, colorado, usa",29.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,129084,0446314862,0,Harper Lee,1982,Not Avail,http://images.amazon.com/images/P/0446314862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446314862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446314862.01.LZZZZZZZ.jpg,"boise, idaho, usa",39.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,157799,0397001517,9,Harper Lee,1960,Harpercollins,http://images.amazon.com/images/P/0397001517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0397001517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0397001517.01.LZZZZZZZ.jpg,"heemstede, noord holland, netherlands",42.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,158254,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"asheville, north carolina, usa",28.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,175283,0446310786,8,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"laramie, wyoming, usa",29.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,192093,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"lake worth, florida, usa",46.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,236058,0446310786,9,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"san francisco, california, usa",34.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,African Americans,276680,0397001517,0,Harper Lee,1960,Harpercollins,http://images.amazon.com/images/P/0397001517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0397001517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0397001517.01.LZZZZZZZ.jpg,"hopewell junction, new york, usa",55.0,296
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,36907,0060935464,10,Harper Lee,2002,Perennial Classics,http://images.amazon.com/images/P/0060935464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060935464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060935464.01.LZZZZZZZ.jpg,"dunnville, ontario, canada",39.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,61888,0446310786,9,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"phoenix, arizona, usa",46.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,89874,0446310786,9,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"virginia beach, virginia, usa",33.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,128325,0446310786,9,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"toledo, ohio, usa",43.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,134278,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"pikeville, kentucky, usa",23.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,154730,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"encinitas, california, usa",42.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,160509,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"batu pahat, johor, malaysia",21.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,167746,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"charlestown, massachusetts, usa",32.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,169781,0446310492,0,Harper Lee,1985,Warner Books,http://images.amazon.com/images/P/0446310492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.LZZZZZZZ.jpg,"portland, oregon, usa",21.0,290
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,170861,0060935464,0,Harper Lee,2002,Perennial Classics,http://images.amazon.com/images/P/0060935464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060935464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060935464.01.LZZZZZZZ.jpg,"hopkinton, massachusetts, usa",44.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,204622,0060935464,9,Harper Lee,2002,Perennial Classics,http://images.amazon.com/images/P/0060935464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060935464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060935464.01.LZZZZZZZ.jpg,"conshohocken, pennsylvania, usa",24.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,207246,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"owensboro, kentucky, usa",28.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,210792,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"franconia, virginia, usa",36.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,218608,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"spartanburg, south carolina, usa",31.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,206972,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"rutherford, new jersey, usa",15.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,200978,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"culemborg, gelderland, netherlands",41.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,129074,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"marietta, georgia, usa",51.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,129074,0446310492,0,Harper Lee,1985,Warner Books,http://images.amazon.com/images/P/0446310492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.LZZZZZZZ.jpg,"marietta, georgia, usa",51.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,91633,0446310492,0,Harper Lee,1985,Warner Books,http://images.amazon.com/images/P/0446310492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.LZZZZZZZ.jpg,"french camp, california, usa",21.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,4225,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"ottawa, ontario, canada",33.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,85526,0060935464,9,Harper Lee,2002,Perennial Classics,http://images.amazon.com/images/P/0060935464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060935464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060935464.01.LZZZZZZZ.jpg,"victoria, british columbia, canada",36.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,98484,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"west point, new york, usa",18.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,105374,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"montreal, quebec, canada",25.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,185275,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"seattle, washington, usa",32.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,185275,0446310492,0,Harper Lee,1985,Warner Books,http://images.amazon.com/images/P/0446310492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.LZZZZZZZ.jpg,"seattle, washington, usa",32.0,290
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,185275,157270036X,0,Harper Lee,1997,Audio Partners,http://images.amazon.com/images/P/157270036X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/157270036X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/157270036X.01.LZZZZZZZ.jpg,"seattle, washington, usa",32.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,192353,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"las vegas, nevada, usa",26.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,245371,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"halifax, nova scotia, canada",26.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,10118,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"minneapolis, minnesota, usa",44.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,49204,0446310786,9,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"north lauderdale, florida, usa",14.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,55187,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"torrance, california, usa",48.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,56391,0060935464,0,Harper Lee,2002,Perennial Classics,http://images.amazon.com/images/P/0060935464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060935464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060935464.01.LZZZZZZZ.jpg,"tijeras, nm, usa",40.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,81138,0446310786,7,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"charlottetown, prince edward island, canada",0.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,114893,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"harrogate, england, united kingdom",32.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,117594,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"moline, illinois, usa",26.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,133747,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"gaithersburg, maryland, usa",28.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,170184,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"melton mowbray, england, united kingdom",51.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,181212,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"roswell, georgia, usa",32.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,199092,0446310786,9,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"rotterdam, zuid-holland, netherlands",50.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,210311,0397001517,9,Harper Lee,1960,Harpercollins,http://images.amazon.com/images/P/0397001517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0397001517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0397001517.01.LZZZZZZZ.jpg,"porto, porto, portugal",25.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,213119,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"vancouver, british columbia, canada",20.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,246759,0446310786,8,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"singapore, n/a, singapore",23.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,251394,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"portland, maine, usa",25.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,257028,0446310786,8,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"chicago heights, illinois, usa",31.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,262391,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"san angelo, texas, usa",17.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,31556,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"chula vista, california, usa",51.0,292
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,146230,0446310786,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"bourbonnais, ,",49.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,88122,0446310786,0,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"jacksonville, north carolina, usa",30.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,26084,0446310786,5,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"tuscaloosa, alabama, usa",21.0,N/A
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,N/A,57398,0446310786,8,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,"tigard, oregon, usa",39.0,N/A
